rank,rankdifference,title,year,url,checkedcount,favouritecount,dislikedcount,officialtoplistcount,usertoplistcount,akatitle,imdburl,checked,favorite,disliked,watchlist,owned
24,0,Daimajin,1966,http://www.icheckmovies.com/movies/daimajin/,242,5,0,3,63,"Majin the Monster of Terror",http://www.imdb.com/title/tt0062851/,no,no,no,no,no
25,0,"Dai-bosatsu tôge",1966,http://www.icheckmovies.com/movies/dai-bosatsu+toge/,1432,225,6,4,225,"The Sword of Doom",http://www.imdb.com/title/tt0060277/,"2010-01-30 15:23:27",no,no,no,no
26,0,"Jôi-uchi: Hairyô tsuma shimatsu",1967,http://www.icheckmovies.com/movies/joi-uchi+hairyo+tsuma+shimatsu/,1491,253,9,5,258,"Samurai Rebellion",http://www.imdb.com/title/tt0061847/,"2010-01-30 15:23:27",no,no,no,no
27,0,"Zatôichi chikemuri kaidô",1967,http://www.icheckmovies.com/movies/zatoichi+chikemuri+kaido/,225,11,3,2,51,"Zatoichi Challenged",http://www.imdb.com/title/tt0063834/,"2011-12-31 17:54:48",no,no,no,no
28,0,"Yôkai hyaku monogatari",1968,http://www.icheckmovies.com/movies/yokai+hyaku+monogatari/,87,1,2,1,36,"100 Monsters",http://www.imdb.com/title/tt0200301/,no,no,no,no,no
29,0,"Fûrin kazan",1969,http://www.icheckmovies.com/movies/furin+kazan/,65,4,0,1,37,"Under the Banner of Samurai",http://www.imdb.com/title/tt0064353/,no,no,no,no,no
30,0,Akage,1969,http://www.icheckmovies.com/movies/akage/,152,11,1,1,72,"Red Lion",http://www.imdb.com/title/tt0063995/,"2013-09-14 21:33:18",no,no,no,no
31,0,Hitokiri,1969,http://www.icheckmovies.com/movies/hitokiri/,135,12,1,2,57,Tenchu!,http://www.imdb.com/title/tt0200710/,no,no,no,no,no
32,0,"Zatôichi abare-himatsuri",1970,http://www.icheckmovies.com/movies/zatoichi+abare-himatsuri/,235,8,2,2,61,"Zatoichi Goes to the Fire Festival",http://www.imdb.com/title/tt0164982/,"2011-12-31 17:54:54",no,no,no,no
33,0,"Gokuaku bozu - Nomu utsu kau",1971,http://www.icheckmovies.com/movies/gokuaku+bozu+-+nomu+utsu+kau/,16,0,1,1,17,"The Bloody Priest",http://www.imdb.com/title/tt1163778/,no,no,no,no,no
34,0,Shinsengumi,1969,http://www.icheckmovies.com/movies/shinsengumi/,58,2,1,1,26,"Shinsengumi: Assassins of Honor",http://www.imdb.com/title/tt0066372/,"2012-06-25 01:38:09",no,no,no,no
