rank,rankdifference,title,year,url,checkedcount,favouritecount,dislikedcount,officialtoplistcount,usertoplistcount,akatitle,imdburl,checked,favorite,disliked,watchlist,owned
61,0,WALL·E,2008,http://www.icheckmovies.com/movies/walle/,118050,9989,587,24,1074,,http://www.imdb.com/title/tt0910970/,"2010-01-30 15:23:28",no,no,no,no
62,0,"The Shining",1980,http://www.icheckmovies.com/movies/the+shining/,95873,9460,408,26,1536,,http://www.imdb.com/title/tt0081505/,"2010-01-30 15:23:28",no,no,no,no
63,0,"Avengers: Infinity War",2018,http://www.icheckmovies.com/movies/avengers+infinity+war/,14765,1055,115,9,361,,http://www.imdb.com/title/tt4154756/,"2018-04-30 14:06:01",no,no,no,no
64,0,"Witness for the Prosecution",1957,http://www.icheckmovies.com/movies/witness+for+the+prosecution/,9600,1327,41,10,537,,http://www.imdb.com/title/tt0051201/,"2010-01-30 15:23:28",no,no,no,no
65,0,Joker,2019,http://www.icheckmovies.com/movies/joker-2019/,11924,1162,126,13,342,,http://www.imdb.com/title/tt7286456/,"2019-10-29 13:20:13",no,no,no,no
66,0,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb",1964,http://www.icheckmovies.com/movies/dr.+strangelove+or+how+i+learned+to+stop+worrying+and+love+the+bomb/,50272,6386,332,33,1336,,http://www.imdb.com/title/tt0057012/,"2010-01-30 15:23:27",no,no,no,no
67,0,"Spider-Man: Into the Spider-Verse",2018,http://www.icheckmovies.com/movies/spider-man+into+the+spider-verse/,10597,1352,28,14,373,,http://www.imdb.com/title/tt4633694/,"2019-03-24 13:47:44",no,no,no,no
68,0,Oldeuboi,2003,http://www.icheckmovies.com/movies/oldeuboi/,44303,6355,314,31,1088,Oldboy,http://www.imdb.com/title/tt0364569/,"2010-01-30 15:23:27",no,no,no,no
69,0,Mononoke-hime,1997,http://www.icheckmovies.com/movies/mononoke-hime/,42228,4980,180,17,868,"Princess Mononoke",http://www.imdb.com/title/tt0119698/,"2010-01-30 15:23:27",no,no,no,no
70,0,Hamilton,2020,http://www.icheckmovies.com/movies/hamilton-2020/,1972,187,14,5,56,,http://www.imdb.com/title/tt8503618/,"2021-03-09 20:36:20",no,no,no,no
71,1,"Kimi no na wa.",2016,http://www.icheckmovies.com/movies/kimi+no+na+wa./,7140,1035,40,9,345,"Your Name",http://www.imdb.com/title/tt5311514/,no,no,no,no,no
72,-1,"Once Upon a Time in America",1984,http://www.icheckmovies.com/movies/once+upon+a+time+in+america/,26628,2331,136,18,725,,http://www.imdb.com/title/tt0087843/,"2010-01-30 15:23:27",no,no,no,no
73,0,"The Dark Knight Rises",2012,http://www.icheckmovies.com/movies/the+dark+knight+rises/,70561,5007,577,8,827,,http://www.imdb.com/title/tt1345836/,"2012-07-20 20:19:38",no,no,no,no
74,0,Aliens,1986,http://www.icheckmovies.com/movies/aliens/,65197,4622,261,22,1047,,http://www.imdb.com/title/tt0090605/,"2010-01-30 15:23:26",no,no,no,no
75,0,Coco,2017,http://www.icheckmovies.com/movies/coco-2017/,12574,1245,41,13,401,,http://www.imdb.com/title/tt2380307/,no,no,no,no,no
76,0,"Das Boot",1981,http://www.icheckmovies.com/movies/das+boot/,21874,1868,89,15,715,,http://www.imdb.com/title/tt0082096/,"2010-01-30 15:23:27",no,no,no,no
77,0,Capharnaüm,2018,http://www.icheckmovies.com/movies/capharnaum/,1770,260,11,6,177,,http://www.imdb.com/title/tt8267604/,no,no,no,no,no
78,0,"Avengers: Endgame",2019,http://www.icheckmovies.com/movies/avengers+endgame/,11204,782,104,10,336,,http://www.imdb.com/title/tt4154796/,"2019-06-09 04:55:33",no,no,no,no
79,0,"Tengoku to jigoku",1963,http://www.icheckmovies.com/movies/tengoku+to+jigoku/,5117,985,19,14,538,"High and Low",http://www.imdb.com/title/tt0057565/,"2010-01-30 15:23:28",no,no,no,no
80,1,"American Beauty",1999,http://www.icheckmovies.com/movies/american+beauty/,98764,10309,614,23,1136,,http://www.imdb.com/title/tt0169547/,"2010-01-30 15:23:26",no,no,no,no
81,-1,"Pather Panchali",1955,http://www.icheckmovies.com/movies/pather+panchali/,3853,579,28,22,639,,http://www.imdb.com/title/tt0048473/,no,no,no,no,no
82,0,"Toy Story",1995,http://www.icheckmovies.com/movies/toy+story/,136443,7741,270,25,1123,,http://www.imdb.com/title/tt0114709/,"2010-01-30 15:23:28",no,no,no,no
83,0,Braveheart,1995,http://www.icheckmovies.com/movies/braveheart/,84995,4581,655,20,742,,http://www.imdb.com/title/tt0112573/,"2010-01-30 15:23:26",no,no,no,no
84,0,Amadeus,1984,http://www.icheckmovies.com/movies/amadeus/,47006,4197,189,22,827,,http://www.imdb.com/title/tt0086879/,"2010-01-30 15:23:26",no,no,no,no
85,0,"3 Idiots",2009,http://www.icheckmovies.com/movies/3+idiots/,9865,1006,200,3,224,,http://www.imdb.com/title/tt1187043/,"2013-07-27 02:48:51",no,no,no,no
86,0,"Inglourious Basterds",2009,http://www.icheckmovies.com/movies/inglourious+basterds/,112381,13102,817,15,1171,,http://www.imdb.com/title/tt0361748/,"2010-01-30 15:23:27",no,no,no,no
87,0,"Good Will Hunting",1997,http://www.icheckmovies.com/movies/good+will+hunting/,76711,5927,289,9,747,,http://www.imdb.com/title/tt0119217/,"2010-01-30 15:23:27",no,no,no,no
88,0,"Star Wars: Episode VI - Return of the Jedi",1983,http://www.icheckmovies.com/movies/star+wars+episode+vi+-+return+of+the+jedi/,102047,6233,385,16,978,,http://www.imdb.com/title/tt0086190/,"2010-01-30 15:23:28",no,no,no,no
89,0,"2001: A Space Odyssey",1968,http://www.icheckmovies.com/movies/2001+a+space+odyssey/,67981,7899,873,42,1746,,http://www.imdb.com/title/tt0062622/,"2010-01-30 15:23:26",no,no,no,no
90,0,"Reservoir Dogs",1992,http://www.icheckmovies.com/movies/reservoir+dogs/,88614,9700,353,25,1230,,http://www.imdb.com/title/tt0105236/,"2010-01-30 15:23:27",no,no,no,no
91,0,"M - Eine Stadt sucht einen Mörder",1931,http://www.icheckmovies.com/movies/m+-+eine+stadt+sucht+einen+morder/,19983,2729,83,34,1113,M,http://www.imdb.com/title/tt0022100/,"2010-01-30 15:23:27",no,no,no,no
92,0,"Taare Zameen Par",2007,http://www.icheckmovies.com/movies/taare+zameen+par/,3935,337,94,3,163,"Like Stars on Earth",http://www.imdb.com/title/tt0986264/,"2013-07-29 01:47:08",no,no,no,no
93,0,Vertigo,1958,http://www.icheckmovies.com/movies/vertigo/,44301,4838,200,39,1466,,http://www.imdb.com/title/tt0052357/,"2010-01-30 15:23:28",no,no,no,no
94,0,"Citizen Kane",1941,http://www.icheckmovies.com/movies/citizen+kane/,49240,4660,404,36,1543,,http://www.imdb.com/title/tt0033467/,"2010-01-30 15:23:27",no,no,no,no
95,1,Jagten,2012,http://www.icheckmovies.com/movies/jagten/,13721,2239,55,7,595,"The Hunt",http://www.imdb.com/title/tt2106476/,"2013-07-30 03:23:18",no,no,no,no
96,-1,"Requiem for a Dream",2000,http://www.icheckmovies.com/movies/requiem+for+a+dream/,76377,7968,724,20,963,,http://www.imdb.com/title/tt0180093/,"2010-01-30 15:23:27",no,no,no,no
97,0,"Idi i smotri",1985,http://www.icheckmovies.com/movies/idi+i+smotri/,6092,1353,57,25,701,"Come and See",http://www.imdb.com/title/tt0091251/,"2010-01-30 15:23:27",no,no,no,no
98,0,"Singin' in the Rain",1952,http://www.icheckmovies.com/movies/singin+in+the+rain/,41255,4024,156,36,1249,,http://www.imdb.com/title/tt0045152/,"2010-01-30 15:23:27",no,no,no,no
