rank,rankdifference,title,year,url,checkedcount,favouritecount,dislikedcount,officialtoplistcount,usertoplistcount,akatitle,imdburl,checked,favorite,disliked,watchlist,owned
1,13,"All About Eve",1950,http://www.icheckmovies.com/movies/all+about+eve/,16796,1968,63,24,931,,http://www.imdb.com/title/tt0042192/,"2010-01-30 15:23:26",no,no,no,no
2,48,"Black Narcissus",1947,http://www.icheckmovies.com/movies/black+narcissus/,5548,543,46,13,500,,http://www.imdb.com/title/tt0039192/,no,no,no,no,no
3,50,"Blackboard Jungle",1955,http://www.icheckmovies.com/movies/blackboard+jungle/,1314,54,8,4,151,,http://www.imdb.com/title/tt0047885/,no,no,no,no,no
4,153,"Easy Rider",1969,http://www.icheckmovies.com/movies/easy+rider/,18410,1084,193,18,599,,http://www.imdb.com/title/tt0064276/,"2010-09-26 04:21:02",no,no,no,no
5,206,"Harold and Maude",1971,http://www.icheckmovies.com/movies/harold+and+maude/,15215,2056,142,18,595,,http://www.imdb.com/title/tt0067185/,"2010-01-30 15:23:27",no,no,no,no
6,279,"The Lost Weekend",1945,http://www.icheckmovies.com/movies/the+lost+weekend/,5896,532,36,16,477,,http://www.imdb.com/title/tt0037884/,"2010-01-30 15:23:28",no,no,no,no
7,331,"One Flew Over the Cuckoo's Nest",1975,http://www.icheckmovies.com/movies/one+flew+over+the+cuckoos+nest/,75542,8233,216,33,1300,,http://www.imdb.com/title/tt0073486/,"2010-01-30 15:23:27",no,no,no,no
8,336,"The Outsiders",1983,http://www.icheckmovies.com/movies/the+outsiders/,7561,301,67,2,162,,http://www.imdb.com/title/tt0086066/,"2012-07-04 22:48:49",no,no,no,no
9,397,"The Shawshank Redemption",1994,http://www.icheckmovies.com/movies/the+shawshank+redemption/,110217,16756,393,21,1321,,http://www.imdb.com/title/tt0111161/,"2010-01-30 15:23:28",no,no,no,no
10,426,"The Swimmer",1968,http://www.icheckmovies.com/movies/the+swimmer/,1476,223,11,6,208,,http://www.imdb.com/title/tt0063663/,"2021-03-18 02:45:09",no,no,no,no
11,-8,"37°2 le matin",1986,http://www.icheckmovies.com/movies/372+le+matin/,2090,189,33,8,254,"Betty Blue",http://www.imdb.com/title/tt0090563/,no,no,no,no,no
12,-4,"The Addiction",1995,http://www.icheckmovies.com/movies/the+addiction/,1409,82,47,5,174,,http://www.imdb.com/title/tt0112288/,no,no,no,no,no
13,3,"Almost Famous",2000,http://www.icheckmovies.com/movies/almost+famous/,39197,3470,205,9,592,,http://www.imdb.com/title/tt0181875/,"2012-11-02 17:12:54",no,no,no,no
14,7,"Amores perros",2000,http://www.icheckmovies.com/movies/amores+perros/,23946,2256,142,16,590,"Amores Perros",http://www.imdb.com/title/tt0245712/,"2010-01-30 15:23:26",no,no,no,no
15,28,"The Beguiled",1971,http://www.icheckmovies.com/movies/the+beguiled/,1271,79,8,3,169,,http://www.imdb.com/title/tt0066819/,no,no,no,no,no
16,28,"The Best of Everything",1959,http://www.icheckmovies.com/movies/the+best+of+everything/,211,11,1,1,57,,http://www.imdb.com/title/tt0052619/,no,no,no,no,no
17,32,"Big Wednesday",1978,http://www.icheckmovies.com/movies/big+wednesday/,621,43,9,3,93,"Summer of Innocence",http://www.imdb.com/title/tt0077235/,no,no,no,no,no
18,47,"The Boys in the Band",1970,http://www.icheckmovies.com/movies/the+boys+in+the+band/,454,42,2,1,117,,http://www.imdb.com/title/tt0065488/,no,no,no,no,no
19,48,Breakin',1984,http://www.icheckmovies.com/movies/breakin/,728,18,23,2,45,,http://www.imdb.com/title/tt0086998/,no,no,no,no,no
20,49,"Brief Encounter",1945,http://www.icheckmovies.com/movies/brief+encounter/,7966,946,54,21,633,,http://www.imdb.com/title/tt0037558/,"2010-01-30 15:23:26",no,no,no,no
21,49,"Bring Me the Head of Alfredo Garcia",1974,http://www.icheckmovies.com/movies/bring+me+the+head+of+alfredo+garcia/,3517,361,41,9,317,,http://www.imdb.com/title/tt0071249/,"2012-10-27 21:05:18",no,no,no,no
22,50,"Bronenosets Potemkin",1925,http://www.icheckmovies.com/movies/bronenosets+potemkin/,13165,866,81,27,829,"Battleship Potemkin",http://www.imdb.com/title/tt0015648/,"2010-01-30 15:23:26",no,no,no,no
23,61,Carny,1980,http://www.icheckmovies.com/movies/carny/,220,10,4,1,45,,http://www.imdb.com/title/tt0080500/,no,no,no,no,no
24,69,"Cisco Pike",1971,http://www.icheckmovies.com/movies/cisco+pike/,174,8,1,1,41,,http://www.imdb.com/title/tt0068384/,no,no,no,no,no
25,72,Cockfighter,1974,http://www.icheckmovies.com/movies/cockfighter/,497,36,5,2,122,,http://www.imdb.com/title/tt0071338/,no,no,no,no,no
26,91,"Das Experiment",2001,http://www.icheckmovies.com/movies/das+experiment/,7798,621,47,1,184,"The Experiment",http://www.imdb.com/title/tt0250258/,no,no,no,no,no
27,92,"The Dawn Patrol",1938,http://www.icheckmovies.com/movies/the+dawn+patrol-1938/,315,20,1,1,75,,http://www.imdb.com/title/tt0030044/,no,no,no,no,no
28,94,"Days of Heaven",1978,http://www.icheckmovies.com/movies/days+of+heaven/,9477,1157,74,17,642,,http://www.imdb.com/title/tt0077405/,"2012-04-21 14:46:31",no,no,no,no
29,107,"The Devils",1971,http://www.icheckmovies.com/movies/the+devils/,2472,302,32,10,334,,http://www.imdb.com/title/tt0066993/,no,no,no,no,no
30,115,"Don't Look Now",1973,http://www.icheckmovies.com/movies/dont+look+now/,8700,741,114,17,631,,http://www.imdb.com/title/tt0069995/,no,no,no,no,no
31,124,"The Duellists",1977,http://www.icheckmovies.com/movies/the+duellists/,1997,147,23,3,149,,http://www.imdb.com/title/tt0075968/,"2012-02-05 23:10:59",no,no,no,no
32,139,"Far from Heaven",2002,http://www.icheckmovies.com/movies/far+from+heaven/,5687,302,43,9,325,,http://www.imdb.com/title/tt0297884/,no,no,no,no,no
33,146,"Five Easy Pieces",1970,http://www.icheckmovies.com/movies/five+easy+pieces/,6009,437,46,14,443,,http://www.imdb.com/title/tt0065724/,"2018-07-12 14:51:35",no,no,no,no
34,156,"Funny Games",1997,http://www.icheckmovies.com/movies/funny+games/,12462,1080,191,12,482,,http://www.imdb.com/title/tt0119167/,no,no,no,no,no
35,159,"The Ghost and Mrs. Muir",1947,http://www.icheckmovies.com/movies/the+ghost+and+mrs.+muir/,3058,259,12,8,284,,http://www.imdb.com/title/tt0039420/,no,no,no,no,no
36,160,"Ghosts... of the Civil Dead",1988,http://www.icheckmovies.com/movies/ghosts...+of+the+civil+dead/,218,9,8,1,47,,http://www.imdb.com/title/tt0095217/,no,no,no,no,no
37,158,"Ghost World",2001,http://www.icheckmovies.com/movies/ghost+world/,17138,1608,136,8,388,,http://www.imdb.com/title/tt0162346/,"2013-09-15 21:09:26",no,no,no,no
38,160,"The Girl on a Motorcycle",1968,http://www.icheckmovies.com/movies/the+girl+on+a+motorcycle/,364,5,13,1,54,,http://www.imdb.com/title/tt0063013/,no,no,no,no,no
39,160,"Glen or Glenda",1953,http://www.icheckmovies.com/movies/glen+or+glenda/,1362,49,69,2,119,,http://www.imdb.com/title/tt0045826/,"2020-12-16 17:27:56",no,no,no,no
40,184,"House of Games",1987,http://www.icheckmovies.com/movies/house+of+games/,2818,194,35,7,234,,http://www.imdb.com/title/tt0093223/,no,no,no,no,no
41,185,"Hush...Hush, Sweet Charlotte",1964,http://www.icheckmovies.com/movies/hush...hush+sweet+charlotte/,1465,102,7,3,168,,http://www.imdb.com/title/tt0058213/,no,no,no,no,no
42,188,"Idi i smotri",1985,http://www.icheckmovies.com/movies/idi+i+smotri/,6092,1353,57,25,701,"Come and See",http://www.imdb.com/title/tt0091251/,"2010-01-30 15:23:27",no,no,no,no
43,193,"In the Company of Men",1997,http://www.icheckmovies.com/movies/in+the+company+of+men/,2138,134,27,5,168,,http://www.imdb.com/title/tt0119361/,no,no,no,no,no
44,205,Kids,1995,http://www.icheckmovies.com/movies/kids/,7332,420,136,5,213,,http://www.imdb.com/title/tt0113540/,no,no,no,no,no
45,206,"The Killing of Sister George",1968,http://www.icheckmovies.com/movies/the+killing+of+sister+george/,291,14,4,2,76,,http://www.imdb.com/title/tt0063185/,no,no,no,no,no
46,213,"The Lady Eve",1941,http://www.icheckmovies.com/movies/the+lady+eve/,5448,481,46,19,503,,http://www.imdb.com/title/tt0033804/,"2010-08-06 00:28:58",no,no,no,no
47,53,"Le mépris",1963,http://www.icheckmovies.com/movies/le+mepris/,6226,690,95,16,554,Contempt,http://www.imdb.com/title/tt0057345/,no,no,no,no,no
48,220,Lenny,1974,http://www.icheckmovies.com/movies/lenny/,1735,124,8,4,195,,http://www.imdb.com/title/tt0071746/,no,no,no,no,no
49,223,"Les valseuses",1974,http://www.icheckmovies.com/movies/les+valseuses/,1111,93,31,6,151,"Going Places",http://www.imdb.com/title/tt0072353/,no,no,no,no,no
50,223,"Light Sleeper",1992,http://www.icheckmovies.com/movies/light+sleeper/,644,39,7,3,87,,http://www.imdb.com/title/tt0102307/,no,no,no,no,no
51,227,Lolita,1962,http://www.icheckmovies.com/movies/lolita/,16951,1017,108,11,494,,http://www.imdb.com/title/tt0056193/,"2011-06-03 05:42:44",no,no,no,no
52,227,"The Loneliness of the Long Distance Runner",1962,http://www.icheckmovies.com/movies/the+loneliness+of+the+long+distance+runner/,1938,144,12,7,242,,http://www.imdb.com/title/tt0056194/,"2021-01-14 20:19:23",no,no,no,no
53,233,"Love Streams",1984,http://www.icheckmovies.com/movies/love+streams/,1243,167,17,7,254,,http://www.imdb.com/title/tt0087644/,no,no,no,no,no
54,246,Marnie,1964,http://www.icheckmovies.com/movies/marnie/,6732,295,60,8,294,,http://www.imdb.com/title/tt0058329/,"2012-09-23 00:11:09",no,no,no,no
55,246,Martin,1977,http://www.icheckmovies.com/movies/martin/,1708,139,21,4,218,,http://www.imdb.com/title/tt0077914/,no,no,no,no,no
56,251,"Midnight Cowboy",1969,http://www.icheckmovies.com/movies/midnight+cowboy/,14433,1111,80,22,645,,http://www.imdb.com/title/tt0064665/,"2010-01-30 15:23:27",no,no,no,no
57,255,"Mommie Dearest",1981,http://www.icheckmovies.com/movies/mommie+dearest/,2425,105,28,2,135,,http://www.imdb.com/title/tt0082766/,no,no,no,no,no
58,258,Mudhoney,1965,http://www.icheckmovies.com/movies/mudhoney/,228,9,6,1,34,"Mud Honey",http://www.imdb.com/title/tt0059477/,no,no,no,no,no
59,258,"My Own Private Idaho",1991,http://www.icheckmovies.com/movies/my+own+private+idaho/,8333,574,92,11,358,,http://www.imdb.com/title/tt0102494/,no,no,no,no,no
60,259,"The Naked Kiss",1964,http://www.icheckmovies.com/movies/the+naked+kiss/,1814,143,16,5,222,,http://www.imdb.com/title/tt0058390/,"2011-10-08 17:43:15",no,no,no,no
61,259,"Naked Tango",1990,http://www.icheckmovies.com/movies/naked+tango/,90,0,1,1,22,,http://www.imdb.com/title/tt0100222/,no,no,no,no,no
62,269,"The Ninth Configuration",1980,http://www.icheckmovies.com/movies/the+ninth+configuration/,768,69,18,3,138,,http://www.imdb.com/title/tt0081237/,no,no,no,no,no
63,285,"Paris, Texas",1984,http://www.icheckmovies.com/movies/paris+texas/,12247,1832,67,19,700,,http://www.imdb.com/title/tt0087884/,"2015-01-16 02:16:11",no,no,no,no
64,310,"Rebel Without a Cause",1955,http://www.icheckmovies.com/movies/rebel+without+a+cause/,17651,1165,109,16,717,,http://www.imdb.com/title/tt0048545/,no,no,no,no,no
65,311,"Tell Your Children",1936,http://www.icheckmovies.com/movies/tell+your+children/,952,9,92,1,93,"Reefer Madness",http://www.imdb.com/title/tt0028346/,"2019-08-16 00:49:34",no,no,no,no
66,325,Rushmore,1998,http://www.icheckmovies.com/movies/rushmore/,27096,2655,188,10,569,,http://www.imdb.com/title/tt0128445/,"2012-06-24 22:54:15",no,no,no,no
67,326,Salvador,1986,http://www.icheckmovies.com/movies/salvador/,2330,113,11,6,200,,http://www.imdb.com/title/tt0091886/,no,no,no,no,no
68,333,"The Servant",1963,http://www.icheckmovies.com/movies/the+servant/,2196,274,18,14,344,,http://www.imdb.com/title/tt0057490/,no,no,no,no,no
69,342,Showgirls,1995,http://www.icheckmovies.com/movies/showgirls/,9409,205,373,4,206,,http://www.imdb.com/title/tt0114436/,"2010-12-03 04:17:15",no,no,no,no
70,342,"Sid and Nancy",1986,http://www.icheckmovies.com/movies/sid+and+nancy/,5196,227,45,3,163,,http://www.imdb.com/title/tt0091954/,"2012-04-21 05:11:56",no,no,no,no
71,362,"Sunset Blvd.",1950,http://www.icheckmovies.com/movies/sunset+blvd./,25879,3667,100,33,1222,"Sunset Boulevard",http://www.imdb.com/title/tt0043014/,"2010-01-30 15:23:28",no,no,no,no
72,362,"Sweet Smell of Success",1957,http://www.icheckmovies.com/movies/sweet+smell+of+success/,5967,777,34,19,584,,http://www.imdb.com/title/tt0051036/,"2010-01-30 15:23:28",no,no,no,no
73,366,"Taxi Driver",1976,http://www.icheckmovies.com/movies/taxi+driver/,69501,7290,309,31,1520,,http://www.imdb.com/title/tt0075314/,"2010-01-30 15:23:28",no,no,no,no
74,382,Tracks,1976,http://www.icheckmovies.com/movies/tracks/,105,4,3,1,36,,http://www.imdb.com/title/tt0075345/,no,no,no,no,no
75,375,"To Sleep with Anger",1990,http://www.icheckmovies.com/movies/to+sleep+with+anger/,579,36,6,7,144,,http://www.imdb.com/title/tt0100791/,no,no,no,no,no
76,383,"Trois couleurs: Bleu",1993,http://www.icheckmovies.com/movies/trois+couleurs+bleu/,12931,1465,65,17,628,"Three Colors: Blue",http://www.imdb.com/title/tt0108394/,"2012-04-16 02:45:08",no,no,no,no
77,383,"Trois couleurs: Blanc",1994,http://www.icheckmovies.com/movies/trois+couleurs+blanc/,8463,728,38,10,417,"Three Colors: White",http://www.imdb.com/title/tt0111507/,"2012-04-17 04:37:29",no,no,no,no
78,383,"Trois couleurs: Rouge",1994,http://www.icheckmovies.com/movies/trois+couleurs+rouge/,11620,1431,48,20,685,"Three Colors: Red",http://www.imdb.com/title/tt0111495/,"2012-04-18 03:58:33",no,no,no,no
79,387,"Twin Peaks: Fire Walk with Me",1992,http://www.icheckmovies.com/movies/twin+peaks+fire+walk+with+me/,9208,702,131,6,344,,http://www.imdb.com/title/tt0105665/,"2021-01-23 18:16:07",no,no,no,no
80,399,"Walk on the Wild Side",1962,http://www.icheckmovies.com/movies/walk+on+the+wild+side/,270,7,4,1,66,,http://www.imdb.com/title/tt0056671/,no,no,no,no,no
81,411,"The Wild One",1953,http://www.icheckmovies.com/movies/the+wild+one/,1690,70,18,2,132,,http://www.imdb.com/title/tt0047677/,no,no,no,no,no
82,411,"Wise Blood",1979,http://www.icheckmovies.com/movies/wise+blood/,1227,104,16,6,174,,http://www.imdb.com/title/tt0080140/,no,no,no,no,no
83,414,"A Woman Under the Influence",1974,http://www.icheckmovies.com/movies/a+woman+under+the+influence/,5500,829,40,15,581,,http://www.imdb.com/title/tt0072417/,"2012-04-08 01:25:10",no,no,no,no
84,-26,"Blood Simple",1984,http://www.icheckmovies.com/movies/blood+simple-1984/,10605,945,56,8,430,,http://www.imdb.com/title/tt0086979/,"2011-05-28 17:11:54",no,no,no,no
85,-5,"Cape Fear",1962,http://www.icheckmovies.com/movies/cape+fear/,6064,302,13,5,260,,http://www.imdb.com/title/tt0055824/,"2011-01-02 01:44:53",no,no,no,no
86,45,Deliverance,1972,http://www.icheckmovies.com/movies/deliverance/,15667,832,89,14,568,,http://www.imdb.com/title/tt0068473/,"2010-01-30 15:23:27",no,no,no,no
87,52,"Dirty Harry",1971,http://www.icheckmovies.com/movies/dirty+harry/,22398,1067,73,16,521,,http://www.imdb.com/title/tt0066999/,"2010-01-30 15:23:27",no,no,no,no
88,201,"M - Eine Stadt sucht einen Mörder",1931,http://www.icheckmovies.com/movies/m+-+eine+stadt+sucht+einen+morder/,19983,2729,83,34,1113,M,http://www.imdb.com/title/tt0022100/,"2010-01-30 15:23:27",no,no,no,no
89,215,Memento,2000,http://www.icheckmovies.com/movies/memento/,93885,11057,460,24,1236,,http://www.imdb.com/title/tt0209144/,"2010-01-30 15:23:27",no,no,no,no
90,218,"Mildred Pierce",1945,http://www.icheckmovies.com/movies/mildred+pierce/,5034,421,21,15,480,,http://www.imdb.com/title/tt0037913/,"2011-05-27 21:38:59",no,no,no,no
91,236,"The Night of the Hunter",1955,http://www.icheckmovies.com/movies/the+night+of+the+hunter/,14059,1893,124,30,987,,http://www.imdb.com/title/tt0048424/,"2010-01-30 15:23:28",no,no,no,no
92,337,"Straw Dogs",1971,http://www.icheckmovies.com/movies/straw+dogs/,8350,620,93,11,420,,http://www.imdb.com/title/tt0067800/,"2021-06-10 03:45:00",no,no,no,no
93,382,Vertigo,1958,http://www.icheckmovies.com/movies/vertigo/,44301,4838,200,39,1466,,http://www.imdb.com/title/tt0052357/,"2010-01-30 15:23:28",no,no,no,no
94,-90,"84C MoPic",1989,http://www.icheckmovies.com/movies/84c+mopic/,154,7,2,1,42,,http://www.imdb.com/title/tt0096744/,no,no,no,no,no
95,-88,"Ace in the Hole",1951,http://www.icheckmovies.com/movies/ace+in+the+hole/,6269,845,24,18,521,,http://www.imdb.com/title/tt0043338/,"2010-01-30 15:23:26",no,no,no,no
96,-72,"Angel Heart",1987,http://www.icheckmovies.com/movies/angel+heart/,5876,448,52,4,257,,http://www.imdb.com/title/tt0092563/,no,no,no,no,no
97,-72,"Apartment Zero",1988,http://www.icheckmovies.com/movies/apartment+zero/,311,16,8,1,46,,http://www.imdb.com/title/tt0094667/,no,no,no,no,no
98,-70,"Assault on Precinct 13",1976,http://www.icheckmovies.com/movies/assault+on+precinct+13/,5989,363,34,6,294,,http://www.imdb.com/title/tt0074156/,"2011-10-30 00:54:59",no,no,no,no
99,-70,"At Close Range",1986,http://www.icheckmovies.com/movies/at+close+range/,869,32,7,2,74,,http://www.imdb.com/title/tt0090670/,no,no,no,no,no
100,-66,"Bad Timing",1980,http://www.icheckmovies.com/movies/bad+timing/,1529,111,43,8,188,,http://www.imdb.com/title/tt0080408/,no,no,no,no,no
101,-65,Baise-moi,2000,http://www.icheckmovies.com/movies/baise-moi/,1688,31,160,2,103,"Rape Me",http://www.imdb.com/title/tt0249380/,no,no,no,no,no
102,-42,Blowup,1966,http://www.icheckmovies.com/movies/blowup/,10850,1095,137,18,599,Blow-Up,http://www.imdb.com/title/tt0060176/,no,no,no,no,no
103,-39,"Boxing Helena",1993,http://www.icheckmovies.com/movies/boxing+helena/,1165,25,72,2,87,,http://www.imdb.com/title/tt0106471/,no,no,no,no,no
104,-27,Caché,2005,http://www.icheckmovies.com/movies/cache/,9751,965,131,14,525,,http://www.imdb.com/title/tt0387898/,no,no,no,no,no
105,-4,"The Conversation",1974,http://www.icheckmovies.com/movies/the+conversation/,14611,1563,78,21,730,,http://www.imdb.com/title/tt0071360/,"2010-01-30 15:23:28",no,no,no,no
106,5,"Cutter's Way",1981,http://www.icheckmovies.com/movies/cutters+way/,986,64,11,6,154,,http://www.imdb.com/title/tt0082220/,"2013-09-15 17:52:34",no,no,no,no
107,9,"Das Boot",1981,http://www.icheckmovies.com/movies/das+boot/,21874,1868,89,15,715,,http://www.imdb.com/title/tt0082096/,"2010-01-30 15:23:27",no,no,no,no
108,13,"The Day of the Locust",1975,http://www.icheckmovies.com/movies/the+day+of+the+locust/,590,39,5,1,111,,http://www.imdb.com/title/tt0072848/,no,no,no,no,no
109,16,"Dead Man's Shoes",2004,http://www.icheckmovies.com/movies/dead+mans+shoes/,4821,445,48,3,208,,http://www.imdb.com/title/tt0419677/,no,no,no,no,no
110,2,D.O.A.,1949,http://www.icheckmovies.com/movies/d.o.a./,1895,103,13,5,182,,http://www.imdb.com/title/tt0042369/,"2010-10-23 14:38:51",no,no,no,no
111,39,"Dressed to Kill",1980,http://www.icheckmovies.com/movies/dressed+to+kill/,4247,264,40,5,309,,http://www.imdb.com/title/tt0080661/,no,no,no,no,no
112,42,Duel,1971,http://www.icheckmovies.com/movies/duel/,7566,529,30,4,309,,http://www.imdb.com/title/tt0067023/,no,no,no,no,no
113,103,"Hells Angels on Wheels",1967,http://www.icheckmovies.com/movies/hells+angels+on+wheels/,238,3,9,1,38,,http://www.imdb.com/title/tt0061758/,no,no,no,no,no
114,105,"The Hill",1965,http://www.icheckmovies.com/movies/the+hill/,963,101,7,2,149,,http://www.imdb.com/title/tt0059274/,"2012-10-19 03:34:02",no,no,no,no
115,139,"Kiss Kiss Bang Bang",2005,http://www.icheckmovies.com/movies/kiss+kiss+bang+bang/,27038,2399,163,4,400,,http://www.imdb.com/title/tt0373469/,"2013-01-13 18:24:44",no,no,no,no
116,154,"Le samouraï",1967,http://www.icheckmovies.com/movies/le+samourai/,7982,1299,33,19,608,"Le Samouraï",http://www.imdb.com/title/tt0062229/,"2010-01-30 15:23:27",no,no,no,no
117,176,Manhunter,1986,http://www.icheckmovies.com/movies/manhunter/,7122,382,51,6,320,,http://www.imdb.com/title/tt0091474/,no,no,no,no,no
118,179,"The Manchurian Candidate",1962,http://www.icheckmovies.com/movies/the+manchurian+candidate/,15274,926,75,14,558,,http://www.imdb.com/title/tt0056218/,"2010-01-30 15:23:28",no,no,no,no
119,211,Nikita,1990,http://www.icheckmovies.com/movies/nikita/,7220,344,56,4,217,"La Femme Nikita",http://www.imdb.com/title/tt0100263/,"2010-01-30 15:23:27",no,no,no,no
120,225,"Panic in the Streets",1950,http://www.icheckmovies.com/movies/panic+in+the+streets/,1144,59,6,5,148,,http://www.imdb.com/title/tt0042832/,"2010-10-24 12:06:00",no,no,no,no
121,226,"The Parallax View",1974,http://www.icheckmovies.com/movies/the+parallax+view/,2179,138,12,9,233,,http://www.imdb.com/title/tt0071970/,"2013-04-14 02:19:24",no,no,no,no
122,237,"Play Misty for Me",1971,http://www.icheckmovies.com/movies/play+misty+for+me/,2796,96,32,4,154,,http://www.imdb.com/title/tt0067588/,"2010-05-08 14:55:23",no,no,no,no
123,256,Repulsion,1965,http://www.icheckmovies.com/movies/repulsion/,8950,1002,89,17,624,,http://www.imdb.com/title/tt0059646/,no,no,no,no,no
124,285,"Shock Corridor",1963,http://www.icheckmovies.com/movies/shock+corridor/,3195,238,34,15,340,,http://www.imdb.com/title/tt0057495/,"2012-04-08 16:48:42",no,no,no,no
125,295,"Southern Comfort",1981,http://www.icheckmovies.com/movies/southern+comfort/,1172,94,5,2,137,,http://www.imdb.com/title/tt0083111/,"2020-09-09 00:24:20",no,no,no,no
126,301,"The Strange Love of Martha Ivers",1946,http://www.icheckmovies.com/movies/the+strange+love+of+martha+ivers/,1169,93,6,3,139,,http://www.imdb.com/title/tt0038988/,"2010-11-20 13:59:20",no,no,no,no
127,301,"Strategia del ragno",1970,http://www.icheckmovies.com/movies/strategia+del+ragno/,637,31,8,8,168,"The Spider's Stratagem",http://www.imdb.com/title/tt0066413/,no,no,no,no,no
128,316,"They Might Be Giants",1971,http://www.icheckmovies.com/movies/they+might+be+giants/,401,31,5,1,75,,http://www.imdb.com/title/tt0067848/,"2020-06-18 15:19:04",no,no,no,no
129,336,"Twilight's Last Gleaming",1977,http://www.icheckmovies.com/movies/twilights+last+gleaming/,299,11,1,2,60,"Nuclear Countdown",http://www.imdb.com/title/tt0076845/,"2021-02-24 20:28:53",no,no,no,no
130,-31,"Un condamné à mort s'est échappé ou Le vent souffle où il veut",1956,http://www.icheckmovies.com/movies/un+condamne+a+mort+sest+echappe+ou+le+vent+souffle+ou+il+veut/,4252,742,24,19,593,"A Man Escaped",http://www.imdb.com/title/tt0049902/,no,no,no,no,no
131,346,Viridiana,1961,http://www.icheckmovies.com/movies/viridiana/,4922,602,39,23,541,,http://www.imdb.com/title/tt0055601/,no,no,no,no,no
132,352,"What Ever Happened to Aunt Alice?",1969,http://www.icheckmovies.com/movies/what+ever+happened+to+aunt+alicequestion/,224,3,2,1,55,,http://www.imdb.com/title/tt0065206/,no,no,no,no,no
133,357,"Wild at Heart",1990,http://www.icheckmovies.com/movies/wild+at+heart/,9636,685,123,5,379,,http://www.imdb.com/title/tt0100935/,"2021-01-08 20:46:58",no,no,no,no
134,-125,"The Adventures of Buckaroo Banzai Across the 8th Dimension",1984,http://www.icheckmovies.com/movies/the+adventures+of+buckaroo+banzai+across+the+8th+dimension/,2519,151,77,4,148,,http://www.imdb.com/title/tt0086856/,"2013-07-19 23:20:05",no,no,no,no
135,-8,"Death Race 2000",1975,http://www.icheckmovies.com/movies/death+race+2000/,3648,165,53,4,186,,http://www.imdb.com/title/tt0072856/,no,no,no,no,no
136,29,"Escape from New York",1981,http://www.icheckmovies.com/movies/escape+from+new+york/,13012,729,101,5,377,,http://www.imdb.com/title/tt0082340/,"2010-01-30 15:23:27",no,no,no,no
137,41,"First Blood",1982,http://www.icheckmovies.com/movies/first+blood/,15342,857,92,6,316,,http://www.imdb.com/title/tt0083944/,"2012-01-14 20:08:24",no,no,no,no
138,85,Gwoemul,2006,http://www.icheckmovies.com/movies/gwoemul/,9810,684,114,13,438,"The Host",http://www.imdb.com/title/tt0468492/,"2018-03-04 18:37:53",no,no,no,no
139,153,"Mad Max",1979,http://www.icheckmovies.com/movies/mad+max/,24916,853,270,13,433,,http://www.imdb.com/title/tt0079501/,"2010-05-10 13:44:02",no,no,no,no
140,231,"Race with the Devil",1975,http://www.icheckmovies.com/movies/race+with+the+devil/,731,34,8,2,107,,http://www.imdb.com/title/tt0073600/,no,no,no,no,no
141,316,Tremors,1990,http://www.icheckmovies.com/movies/tremors/,16802,762,128,3,290,,http://www.imdb.com/title/tt0100814/,"2014-08-10 05:09:47",no,no,no,no
142,358,Yôjinbô,1961,http://www.icheckmovies.com/movies/yojinbo/,13372,1588,56,18,647,Yojimbo,http://www.imdb.com/title/tt0055630/,"2010-01-30 15:23:28",no,no,no,no
143,337,"The Warriors",1979,http://www.icheckmovies.com/movies/the+warriors/,10095,895,55,6,357,,http://www.imdb.com/title/tt0080120/,"2012-10-15 00:02:25",no,no,no,no
144,334,"The 7th Voyage of Sinbad",1958,http://www.icheckmovies.com/movies/the+7th+voyage+of+sinbad/,1900,80,13,4,159,,http://www.imdb.com/title/tt0051337/,no,no,no,no,no
145,-93,"Black Sunday",1977,http://www.icheckmovies.com/movies/black+sunday/,619,22,6,1,55,,http://www.imdb.com/title/tt0075765/,no,no,no,no,no
146,-98,"Big Trouble in Little China",1986,http://www.icheckmovies.com/movies/big+trouble+in+little+china/,13011,959,106,3,266,,http://www.imdb.com/title/tt0090728/,"2010-01-30 15:23:26",no,no,no,no
147,-53,"Clash of the Titans",1981,http://www.icheckmovies.com/movies/clash+of+the+titans-1981/,5000,176,46,3,143,,http://www.imdb.com/title/tt0082186/,no,no,no,no,no
148,-46,"Coogan's Bluff",1968,http://www.icheckmovies.com/movies/coogans+bluff/,1127,27,14,2,88,,http://www.imdb.com/title/tt0062824/,"2012-01-14 20:03:05",no,no,no,no
149,-36,Diabolik,1968,http://www.icheckmovies.com/movies/diabolik/,1276,90,13,3,112,"Danger: Diabolik",http://www.imdb.com/title/tt0062861/,no,no,no,no,no
150,-35,Darkman,1990,http://www.icheckmovies.com/movies/darkman/,6257,178,83,3,143,,http://www.imdb.com/title/tt0099365/,"2010-05-08 14:55:22",no,no,no,no
151,-13,"Dip huet seung hung",1989,http://www.icheckmovies.com/movies/dip+huet+seung+hung/,5249,442,59,15,407,"The Killer",http://www.imdb.com/title/tt0097202/,"2010-01-30 15:23:27",no,no,no,no
152,147,"El mariachi",1992,http://www.icheckmovies.com/movies/el+mariachi/,6680,271,46,4,161,,http://www.imdb.com/title/tt0104815/,no,no,no,no,no
153,31,"Foxy Brown",1974,http://www.icheckmovies.com/movies/foxy+brown/,1670,69,12,3,112,,http://www.imdb.com/title/tt0071517/,no,no,no,no,no
