rank,rankdifference,title,year,url,checkedcount,favouritecount,dislikedcount,officialtoplistcount,usertoplistcount,akatitle,imdburl,checked,favorite,disliked,watchlist,owned
76,,Face/Off,1997,http://www.icheckmovies.com/movies/faceslashoff/,39970,1427,407,7,322,,http://www.imdb.com/title/tt0119094/,"2020-10-25 02:23:43",no,no,no,no
77,,"Con Air",1997,http://www.icheckmovies.com/movies/con+air/,32568,878,325,3,214,,http://www.imdb.com/title/tt0118880/,"2010-01-30 15:23:27",no,no,no,no
78,,Armageddon,1998,http://www.icheckmovies.com/movies/armageddon/,56223,1198,1021,4,260,,http://www.imdb.com/title/tt0120591/,"2010-01-30 15:23:26",no,no,no,no
79,,Blade,1998,http://www.icheckmovies.com/movies/blade/,17154,451,168,2,266,,http://www.imdb.com/title/tt0120611/,"2013-09-30 00:11:48",no,no,no,no
80,,Taxi,1998,http://www.icheckmovies.com/movies/taxi/,7184,180,87,1,82,,http://www.imdb.com/title/tt0152930/,no,no,no,no,no
81,,Ronin,1998,http://www.icheckmovies.com/movies/ronin/,7641,344,62,1,151,,http://www.imdb.com/title/tt0122690/,"2012-01-14 20:06:43",no,no,no,no
82,,"Wo hu cang long",2000,http://www.icheckmovies.com/movies/wo+hu+cang+long/,35948,2113,240,27,798,"Crouching Tiger, Hidden Dragon",http://www.imdb.com/title/tt0190332/,"2010-01-30 15:23:28",no,no,no,no
83,,Gladiator,2000,http://www.icheckmovies.com/movies/gladiator/,109953,7556,725,25,961,,http://www.imdb.com/title/tt0172495/,"2010-01-30 15:23:27",no,no,no,no
84,,X-Men,2000,http://www.icheckmovies.com/movies/x-men/,74043,1934,260,5,443,,http://www.imdb.com/title/tt0120903/,"2010-01-30 15:23:28",no,no,no,no
85,,"The Fast and the Furious",2001,http://www.icheckmovies.com/movies/the+fast+and+the+furious/,44358,675,741,2,246,,http://www.imdb.com/title/tt0232500/,no,no,no,no,no
86,,"Lara Croft: Tomb Raider",2001,http://www.icheckmovies.com/movies/lara+croft+tomb+raider/,39673,363,798,2,154,,http://www.imdb.com/title/tt0146316/,"2011-04-20 04:13:55",no,no,no,no
87,,Spider-Man,2002,http://www.icheckmovies.com/movies/spider-man/,95207,2128,561,8,542,,http://www.imdb.com/title/tt0145487/,"2010-01-30 15:23:27",no,no,no,no
88,,"The Transporter",2002,http://www.icheckmovies.com/movies/the+transporter/,14072,332,211,0,140,,http://www.imdb.com/title/tt0293662/,"2012-01-14 20:25:05",no,no,no,no
89,,"Kill Bill: Vol. 1",2003,http://www.icheckmovies.com/movies/kill+bill+vol.+1/,108185,9237,780,18,1039,,http://www.imdb.com/title/tt0266697/,"2010-01-30 15:23:27",no,no,no,no
90,,"The Lord of the Rings: The Return of the King",2003,http://www.icheckmovies.com/movies/the+lord+of+the+rings+the+return+of+the+king/,128640,12755,729,26,1532,,http://www.imdb.com/title/tt0167260/,"2010-01-30 15:23:28",no,no,no,no
91,,Ong-bak,2003,http://www.icheckmovies.com/movies/ong-bak/,8234,374,59,3,141,"Ong-Bak: The Thai Warrior",http://www.imdb.com/title/tt0368909/,"2010-01-30 15:23:27",no,no,no,no
92,,"Banlieue 13",2004,http://www.icheckmovies.com/movies/banlieue+13/,3446,172,51,0,99,"District B13",http://www.imdb.com/title/tt0414852/,"2012-01-14 20:54:43",no,no,no,no
93,,"The Bourne Supremacy",2004,http://www.icheckmovies.com/movies/the+bourne+supremacy/,57551,2015,203,9,373,,http://www.imdb.com/title/tt0372183/,"2010-01-30 15:23:28",no,no,no,no
94,,"Casino Royale",2006,http://www.icheckmovies.com/movies/casino+royale/,79240,3687,419,8,577,,http://www.imdb.com/title/tt0381061/,"2010-01-30 15:23:27",no,no,no,no
95,,300,2006,http://www.icheckmovies.com/movies/300/,77281,3773,1196,6,451,,http://www.imdb.com/title/tt0416449/,"2010-01-30 15:23:26",no,no,no,no
96,,"The Bourne Ultimatum",2007,http://www.icheckmovies.com/movies/the+bourne+ultimatum/,75193,3269,295,9,523,,http://www.imdb.com/title/tt0440963/,"2010-01-30 15:23:28",no,no,no,no
97,,"Hot Fuzz",2007,http://www.icheckmovies.com/movies/hot+fuzz/,53407,4525,304,5,526,,http://www.imdb.com/title/tt0425112/,"2010-01-30 15:23:27",no,no,no,no
98,,"The Dark Knight",2008,http://www.icheckmovies.com/movies/the+dark+knight/,140148,17040,788,25,1553,,http://www.imdb.com/title/tt0468569/,"2010-01-30 15:23:28",no,no,no,no
99,,"Iron Man",2008,http://www.icheckmovies.com/movies/iron+man/,92386,4424,464,8,665,,http://www.imdb.com/title/tt0371746/,"2010-01-30 15:23:27",no,no,no,no
100,,Taken,2008,http://www.icheckmovies.com/movies/taken/,52238,2507,385,2,299,,http://www.imdb.com/title/tt0936501/,no,no,no,no,no
101,,Avatar,2009,http://www.icheckmovies.com/movies/avatar/,109774,4619,3211,15,781,,http://www.imdb.com/title/tt0499549/,"2010-07-21 04:05:15",no,no,no,no
