title,year,url,checkedcount,favouritecount,officialtoplistcount,usertoplistcount,akatitle,imdburl,checked,favorite,disliked,watchlist,owned
Soleil rouge,1971,http://www.icheckmovies.com/movies/soleil+rouge/,422,18,0,57,Red Sun,http://www.imdb.com/title/tt0067770/,1/20/2013 0:54,no,no,no,no
Lo chiamavano Trinità...,1970,http://www.icheckmovies.com/movies/lo+chiamavano+trinita.../,1205,79,1,91,They Call Me Trinity,http://www.imdb.com/title/tt0067355/,1/20/2013 0:50,no,no,no,no
Demolition Man,1993,http://www.icheckmovies.com/movies/demolition+man/,9702,365,1,178,,http://www.imdb.com/title/tt0106697/,1/18/2013 1:48,no,no,no,no
Man cheng jin dai huang jin jia,2006,http://www.icheckmovies.com/movies/man+cheng+jin+dai+huang+jin+jia/,2024,125,2,124,Curse of the Golden Flower,http://www.imdb.com/title/tt0473444/,1/15/2013 15:18,no,no,no,no
Samurai,1965,http://www.icheckmovies.com/movies/samurai/,219,20,1,77,Samurai Assassin,http://www.imdb.com/title/tt0059673/,1/15/2013 15:12,no,no,no,no
Kiss Kiss Bang Bang,2005,http://www.icheckmovies.com/movies/kiss+kiss+bang+bang/,27038,2399,4,400,,http://www.imdb.com/title/tt0373469/,1/13/2013 18:24,no,no,no,no
Streets of Fire,1984,http://www.icheckmovies.com/movies/streets+of+fire/,1142,93,1,93,,http://www.imdb.com/title/tt0088194/,1/10/2013 3:10,no,no,no,no
Gangs of New York,2002,http://www.icheckmovies.com/movies/gangs+of+new+york/,44139,2148,5,486,,http://www.imdb.com/title/tt0217505/,1/5/2013 0:19,no,no,no,no
The Yakuza,1974,http://www.icheckmovies.com/movies/the+yakuza/,568,36,1,91,,http://www.imdb.com/title/tt0073918/,1/4/2013 20:26,no,no,no,no
Command Decision,1948,http://www.icheckmovies.com/movies/command+decision/,52,2,0,20,,http://www.imdb.com/title/tt0040242/,1/3/2013 2:00,no,no,no,no
Catch Me If You Can,2002,http://www.icheckmovies.com/movies/catch+me+if+you+can/,81395,5698,9,551,,http://www.imdb.com/title/tt0264464/,1/1/2013 17:25,no,no,no,no
Interview with the Vampire: The Vampire Chronicles,1994,http://www.icheckmovies.com/movies/interview+with+the+vampire+the+vampire+chronicles/,41044,2455,4,339,,http://www.imdb.com/title/tt0110148/,12/31/2012 20:03,no,no,no,no
The Hobbit: An Unexpected Journey,2012,http://www.icheckmovies.com/movies/the+hobbit+an+unexpected+journey/,46388,2518,2,534,,http://www.imdb.com/title/tt0903624/,12/30/2012 21:07,no,no,no,no
Boogie Nights,1997,http://www.icheckmovies.com/movies/boogie+nights/,28369,2390,10,640,,http://www.imdb.com/title/tt0118749/,12/30/2012 0:41,no,no,no,no
Lincoln,2012,http://www.icheckmovies.com/movies/lincoln-2012/,18019,718,5,426,,http://www.imdb.com/title/tt0443272/,12/29/2012 21:37,no,no,no,no
Wag the Dog,1997,http://www.icheckmovies.com/movies/wag+the+dog/,4709,283,2,151,,http://www.imdb.com/title/tt0120885/,12/28/2012 20:34,no,no,no,no
John Q,2002,http://www.icheckmovies.com/movies/john+q/,5419,201,0,70,,http://www.imdb.com/title/tt0251160/,12/28/2012 3:38,no,no,no,no
Mean Streets,1973,http://www.icheckmovies.com/movies/mean+streets/,13204,797,21,528,,http://www.imdb.com/title/tt0070379/,12/26/2012 23:58,no,no,no,no
Man on Fire,2004,http://www.icheckmovies.com/movies/man+on+fire/,15585,842,0,193,,http://www.imdb.com/title/tt0328107/,12/25/2012 17:09,no,no,no,no
The Getaway,1972,http://www.icheckmovies.com/movies/the+getaway/,2101,136,2,191,,http://www.imdb.com/title/tt0068638/,12/25/2012 2:15,no,no,no,no
Wreck-It Ralph,2012,http://www.icheckmovies.com/movies/wreck-it+ralph/,28986,1825,2,380,,http://www.imdb.com/title/tt1772341/,12/24/2012 13:19,no,no,no,no
Destination Tokyo,1943,http://www.icheckmovies.com/movies/destination+tokyo/,260,7,0,93,,http://www.imdb.com/title/tt0035799/,12/23/2012 0:45,no,no,no,no
In the Name of the Father,1993,http://www.icheckmovies.com/movies/in+the+name+of+the+father/,13359,1099,6,332,,http://www.imdb.com/title/tt0107207/,12/22/2012 1:41,no,no,no,no
Contagion,2011,http://www.icheckmovies.com/movies/contagion-2011-1/,13788,402,0,271,,http://www.imdb.com/title/tt1598778/,12/20/2012 2:46,no,no,no,no
Assassination of a High School President,2008,http://www.icheckmovies.com/movies/assassination+of+a+high+school+president/,788,25,0,27,,http://www.imdb.com/title/tt1018818/,12/16/2012 21:37,no,no,no,no
Crimewave,1985,http://www.icheckmovies.com/movies/crimewave/,552,25,1,64,,http://www.imdb.com/title/tt0088967/,12/14/2012 21:54,no,no,no,no
Impostor,2001,http://www.icheckmovies.com/movies/impostor/,783,18,0,29,,http://www.imdb.com/title/tt0160399/,12/9/2012 22:48,no,no,no,no
Shûbun,1950,http://www.icheckmovies.com/movies/shubun/,669,31,2,79,Scandal,http://www.imdb.com/title/tt0042958/,12/3/2012 0:26,no,no,no,no
Donzoko,1957,http://www.icheckmovies.com/movies/donzoko/,871,48,2,120,The Lower Depths,http://www.imdb.com/title/tt0050330/,12/2/2012 16:10,no,no,no,no
Ikimono no kiroku,1955,http://www.icheckmovies.com/movies/ikimono+no+kiroku/,699,45,1,101,I Live in Fear,http://www.imdb.com/title/tt0048198/,12/2/2012 2:32,no,no,no,no
The Rocky Horror Picture Show,1975,http://www.icheckmovies.com/movies/the+rocky+horror+picture+show/,32360,2709,11,550,,http://www.imdb.com/title/tt0073629/,12/1/2012 21:00,no,no,no,no
Skyfall,2012,http://www.icheckmovies.com/movies/skyfall/,41620,2200,4,583,,http://www.imdb.com/title/tt1074638/,11/30/2012 23:02,no,no,no,no
Zoku Sugata Sanshirô,1945,http://www.icheckmovies.com/movies/zoku+sugata+sanshiro/,422,3,1,36,"Sanshiro Sugata, Part Two",http://www.imdb.com/title/tt0038268/,11/21/2012 3:53,no,no,no,no
The Damned United,2009,http://www.icheckmovies.com/movies/the+damned+united/,4165,296,0,107,,http://www.imdb.com/title/tt1226271/,11/20/2012 0:10,no,no,no,no
This Sporting Life,1963,http://www.icheckmovies.com/movies/this+sporting+life/,1329,79,9,233,,http://www.imdb.com/title/tt0057578/,11/14/2012 0:23,no,no,no,no
Gedo senki,2006,http://www.icheckmovies.com/movies/gedo+senki/,3850,108,1,97,Tales from Earthsea,http://www.imdb.com/title/tt0495596/,11/13/2012 20:47,no,no,no,no
Hôhokekyo tonari no Yamada-kun,1999,http://www.icheckmovies.com/movies/hohokekyo+tonari+no+yamada-kun/,1895,130,1,134,My Neighbors the Yamadas,http://www.imdb.com/title/tt0206013/,11/11/2012 2:48,no,no,no,no
Klute,1971,http://www.icheckmovies.com/movies/klute/,3328,170,9,306,,http://www.imdb.com/title/tt0067309/,11/10/2012 20:19,no,no,no,no
True Romance,1993,http://www.icheckmovies.com/movies/true+romance/,17793,1739,6,432,,http://www.imdb.com/title/tt0108399/,11/10/2012 17:32,no,no,no,no
Monty Python Live at the Hollywood Bowl,1982,http://www.icheckmovies.com/movies/monty+python+live+at+the+hollywood+bowl/,1136,62,0,51,,http://www.imdb.com/title/tt0084352/,11/8/2012 12:51,no,no,no,no
Sugata Sanshirô,1943,http://www.icheckmovies.com/movies/sugata+sanshiro/,763,13,2,89,Sanshiro Sugata,http://www.imdb.com/title/tt0036400/,11/4/2012 15:59,no,no,no,no
Billy Liar,1963,http://www.icheckmovies.com/movies/billy+liar/,1496,107,7,169,,http://www.imdb.com/title/tt0056868/,11/3/2012 21:28,no,no,no,no
Neko no ongaeshi,2002,http://www.icheckmovies.com/movies/neko+no+ongaeshi/,5837,350,1,165,The Cat Returns,http://www.imdb.com/title/tt0347618/,11/3/2012 18:20,no,no,no,no
Mimi wo sumaseba,1995,http://www.icheckmovies.com/movies/mimi+wo+sumaseba/,7403,712,6,283,Whisper of the Heart,http://www.imdb.com/title/tt0113824/,11/2/2012 22:01,no,no,no,no
Almost Famous,2000,http://www.icheckmovies.com/movies/almost+famous/,39197,3470,9,592,,http://www.imdb.com/title/tt0181875/,11/2/2012 17:12,no,no,no,no
The Three Burials of Melquiades Estrada,2005,http://www.icheckmovies.com/movies/the+three+burials+of+melquiades+estrada/,2939,225,2,164,,http://www.imdb.com/title/tt0419294/,10/31/2012 23:46,no,no,no,no
Do the Right Thing,1989,http://www.icheckmovies.com/movies/do+the+right+thing/,17053,1648,24,747,,http://www.imdb.com/title/tt0097216/,10/30/2012 1:19,no,no,no,no
Next,2007,http://www.icheckmovies.com/movies/next/,6153,112,0,86,,http://www.imdb.com/title/tt0435705/,10/28/2012 23:28,no,no,no,no
Weird Science,1985,http://www.icheckmovies.com/movies/weird+science/,6176,211,0,121,,http://www.imdb.com/title/tt0090305/,10/28/2012 21:10,no,no,no,no
Paycheck,2003,http://www.icheckmovies.com/movies/paycheck/,5024,107,0,91,,http://www.imdb.com/title/tt0338337/,10/28/2012 21:08,no,no,no,no
Bring Me the Head of Alfredo Garcia,1974,http://www.icheckmovies.com/movies/bring+me+the+head+of+alfredo+garcia/,3517,361,9,317,,http://www.imdb.com/title/tt0071249/,10/27/2012 21:05,no,no,no,no
The Proposition,2005,http://www.icheckmovies.com/movies/the+proposition/,4640,367,2,206,,http://www.imdb.com/title/tt0421238/,10/27/2012 0:41,no,no,no,no
White Sands,1992,http://www.icheckmovies.com/movies/white+sands/,257,2,1,28,,http://www.imdb.com/title/tt0105813/,10/26/2012 21:49,no,no,no,no
The Darjeeling Limited,2007,http://www.icheckmovies.com/movies/the+darjeeling+limited/,21100,1868,2,296,,http://www.imdb.com/title/tt0838221/,10/26/2012 3:00,no,no,no,no
Hotel Chevalier,2007,http://www.icheckmovies.com/movies/hotel+chevalier/,3892,148,0,60,,http://www.imdb.com/title/tt1094249/,10/26/2012 3:00,no,no,no,no
Subarashiki nichiyôbi,1947,http://www.icheckmovies.com/movies/subarashiki+nichiyobi/,516,30,1,93,One Wonderful Sunday,http://www.imdb.com/title/tt0039871/,10/25/2012 3:45,no,no,no,no
Waga seishun ni kuinashi,1946,http://www.icheckmovies.com/movies/waga+seishun+ni+kuinashi/,607,26,1,94,No Regrets for Our Youth,http://www.imdb.com/title/tt0039090/,10/20/2012 3:19,no,no,no,no
Dodesukaden,1970,http://www.icheckmovies.com/movies/dodesukaden/,1156,87,5,193,Dodes'ka-den,http://www.imdb.com/title/tt0065649/,10/20/2012 0:58,no,no,no,no
Manos: The Hands of Fate,1966,http://www.icheckmovies.com/movies/manos+the+hands+of+fate/,2387,58,2,121,,http://www.imdb.com/title/tt0060666/,10/19/2012 4:01,no,no,no,no
Highlander,1986,http://www.icheckmovies.com/movies/highlander/,9928,385,2,203,,http://www.imdb.com/title/tt0091203/,10/19/2012 4:00,no,no,no,no
The Hill,1965,http://www.icheckmovies.com/movies/the+hill/,963,101,2,149,,http://www.imdb.com/title/tt0059274/,10/19/2012 3:34,no,no,no,no
The Royal Tenenbaums,2001,http://www.icheckmovies.com/movies/the+royal+tenenbaums/,40725,4458,7,703,,http://www.imdb.com/title/tt0265666/,10/15/2012 2:52,no,no,no,no
The Warriors,1979,http://www.icheckmovies.com/movies/the+warriors/,10095,895,6,357,,http://www.imdb.com/title/tt0080120/,10/15/2012 0:02,no,no,no,no
The Expendables,2010,http://www.icheckmovies.com/movies/the+expendables/,26973,487,1,199,,http://www.imdb.com/title/tt1320253/,10/10/2012 1:39,no,no,no,no
Confessions d'un Barjo,1992,http://www.icheckmovies.com/movies/confessions+dun+barjo/,14,0,0,5,Confessions of a Crap Artist,http://www.imdb.com/title/tt0104003/,10/8/2012 1:57,no,no,no,no
The Fighter,2010,http://www.icheckmovies.com/movies/the+fighter/,31906,1683,3,388,,http://www.imdb.com/title/tt0964517/,10/7/2012 19:32,no,no,no,no
Walking Tall,1973,http://www.icheckmovies.com/movies/walking+tall-1973/,473,17,1,52,,http://www.imdb.com/title/tt0070895/,10/7/2012 16:01,no,no,no,no
Intolerable Cruelty,2003,http://www.icheckmovies.com/movies/intolerable+cruelty/,7806,137,0,113,,http://www.imdb.com/title/tt0138524/,10/7/2012 4:10,no,no,no,no
Canadian Bacon,1995,http://www.icheckmovies.com/movies/canadian+bacon/,1109,30,1,44,,http://www.imdb.com/title/tt0109370/,10/7/2012 0:26,no,no,no,no
Lawless,2012,http://www.icheckmovies.com/movies/lawless/,6957,314,0,162,,http://www.imdb.com/title/tt1212450/,10/6/2012 22:20,no,no,no,no
Looper,2012,http://www.icheckmovies.com/movies/looper/,32044,1907,3,452,,http://www.imdb.com/title/tt1276104/,10/2/2012 23:53,no,no,no,no
Warrior,2011,http://www.icheckmovies.com/movies/warrior/,20821,1736,4,377,,http://www.imdb.com/title/tt1291584/,10/2/2012 0:44,no,no,no,no
Kari-gurashi no Arietti,2010,http://www.icheckmovies.com/movies/kari-gurashi+no+arietti/,7193,485,0,235,The Secret World of Arrietty,http://www.imdb.com/title/tt1568921/,10/1/2012 0:21,no,no,no,no
Dredd,2012,http://www.icheckmovies.com/movies/dredd/,11911,744,0,286,,http://www.imdb.com/title/tt1343727/,9/30/2012 15:09,no,no,no,no
"Vamos a matar, compañeros",1970,http://www.icheckmovies.com/movies/vamos+a+matar+companeros/,662,72,1,142,Companeros,http://www.imdb.com/title/tt0066612/,9/27/2012 15:41,no,no,no,no
Slipp Jimmy fri,2006,http://www.icheckmovies.com/movies/slipp+jimmy+fri/,1650,36,1,65,Free Jimmy,http://www.imdb.com/title/tt0298337/,9/26/2012 5:23,no,no,no,no
Max Payne,2008,http://www.icheckmovies.com/movies/max+payne/,5168,46,0,76,,http://www.imdb.com/title/tt0467197/,9/24/2012 15:39,no,no,no,no
Gervaise,1956,http://www.icheckmovies.com/movies/gervaise/,359,19,4,135,,http://www.imdb.com/title/tt0049259/,9/23/2012 17:21,no,no,no,no
Family Plot,1976,http://www.icheckmovies.com/movies/family+plot/,2414,70,1,140,,http://www.imdb.com/title/tt0074512/,9/23/2012 17:17,no,no,no,no
Under Capricorn,1949,http://www.icheckmovies.com/movies/under+capricorn/,989,23,2,82,,http://www.imdb.com/title/tt0042004/,9/23/2012 17:17,no,no,no,no
I Confess,1953,http://www.icheckmovies.com/movies/i+confess/,2210,107,2,145,,http://www.imdb.com/title/tt0045897/,9/23/2012 13:31,no,no,no,no
Stage Fright,1950,http://www.icheckmovies.com/movies/stage+fright/,1642,65,1,97,,http://www.imdb.com/title/tt0042994/,9/23/2012 13:30,no,no,no,no
The Paradine Case,1947,http://www.icheckmovies.com/movies/the+paradine+case/,1188,27,1,82,,http://www.imdb.com/title/tt0039694/,9/23/2012 5:25,no,no,no,no
Mr. & Mrs. Smith,1941,http://www.icheckmovies.com/movies/mr.+and+mrs.+smith-1941-1/,1721,43,0,77,,http://www.imdb.com/title/tt0033922/,9/23/2012 5:14,no,no,no,no
Jamaica Inn,1939,http://www.icheckmovies.com/movies/jamaica+inn/,1214,24,0,77,,http://www.imdb.com/title/tt0031505/,9/23/2012 3:19,no,no,no,no
Marnie,1964,http://www.icheckmovies.com/movies/marnie/,6732,295,8,294,,http://www.imdb.com/title/tt0058329/,9/23/2012 0:11,no,no,no,no
Young and Innocent,1937,http://www.icheckmovies.com/movies/young+and+innocent/,1101,43,0,84,The Girl Was Young,http://www.imdb.com/title/tt0029811/,9/23/2012 0:07,no,no,no,no
Secret Agent,1936,http://www.icheckmovies.com/movies/secret+agent/,1073,23,0,72,,http://www.imdb.com/title/tt0028231/,9/22/2012 19:21,no,no,no,no
Richard III,1955,http://www.icheckmovies.com/movies/richard+iii/,1045,32,5,147,,http://www.imdb.com/title/tt0049674/,9/22/2012 19:19,no,no,no,no
Gung Ho,1986,http://www.icheckmovies.com/movies/gung+ho/,413,8,0,21,,http://www.imdb.com/title/tt0091159/,9/22/2012 15:59,no,no,no,no
The Man Who Knew Too Much,1934,http://www.icheckmovies.com/movies/the+man+who+knew+too+much-1934/,3562,114,2,153,,http://www.imdb.com/title/tt0025452/,9/22/2012 13:43,no,no,no,no
Elstree Calling,1930,http://www.icheckmovies.com/movies/elstree+calling/,102,1,0,13,,http://www.imdb.com/title/tt0020852/,9/22/2012 13:42,no,no,no,no
Number Seventeen,1932,http://www.icheckmovies.com/movies/number+seventeen/,720,8,0,44,Number 17,http://www.imdb.com/title/tt0023285/,9/22/2012 4:20,no,no,no,no
Waltzes from Vienna,1934,http://www.icheckmovies.com/movies/waltzes+from+vienna/,258,2,0,23,Strauss' Great Waltz,http://www.imdb.com/title/tt0024747/,9/22/2012 4:14,no,no,no,no
Mary,1931,http://www.icheckmovies.com/movies/mary-1931/,165,2,0,10,,http://www.imdb.com/title/tt0021128/,9/22/2012 4:10,no,no,no,no
The Skin Game,1931,http://www.icheckmovies.com/movies/the+skin+game/,443,3,0,42,,http://www.imdb.com/title/tt0022395/,9/22/2012 2:59,no,no,no,no
Rich and Strange,1931,http://www.icheckmovies.com/movies/rich+and+strange/,624,10,1,43,East of Shanghai,http://www.imdb.com/title/tt0023395/,9/21/2012 6:12,no,no,no,no
Beastie Boys: Sabotage,1994,http://www.icheckmovies.com/movies/beastie+boys+sabotage/,3234,67,0,37,,http://www.imdb.com/title/tt0167030/,9/20/2012 12:58,no,no,no,no
Murder!,1930,http://www.icheckmovies.com/movies/murderexclamation/,907,13,0,63,,http://www.imdb.com/title/tt0021165/,9/20/2012 4:06,no,no,no,no
Juno and the Paycock,1930,http://www.icheckmovies.com/movies/juno+and+the+paycock/,360,2,0,26,,http://www.imdb.com/title/tt0021015/,9/20/2012 3:58,no,no,no,no
New York Subway,1905,http://www.icheckmovies.com/movies/new+york+subway/,1041,14,1,48,,http://www.imdb.com/title/tt0000524/,9/19/2012 13:18,no,no,no,no
Le mélomane,1903,http://www.icheckmovies.com/movies/le+melomane/,1698,56,1,70,The Music Lover,http://www.imdb.com/title/tt0000455/,9/19/2012 13:17,no,no,no,no
L'homme à la tête en caoutchouc,1901,http://www.icheckmovies.com/movies/lhomme+a+la+tete+en+caoutchouc/,1952,90,1,77,The India Rubber Head,http://www.imdb.com/title/tt0000359/,9/19/2012 13:14,no,no,no,no
La sortie de l'usine Lumière à Lyon,1895,http://www.icheckmovies.com/movies/la+sortie+de+lusine+lumiere+a+lyon/,5646,91,10,154,Exiting the Factory,http://www.imdb.com/title/tt0000010/,9/19/2012 13:11,no,no,no,no
L'arrivée d'un train à La Ciotat,1896,http://www.icheckmovies.com/movies/larrivee+dun+train+a+la+ciotat/,6772,136,12,238,The Arrival of a Train,http://www.imdb.com/title/tt0000012/,9/19/2012 6:16,no,no,no,no
Le Mans,1971,http://www.icheckmovies.com/movies/le+mans/,445,26,0,52,,http://www.imdb.com/title/tt0067334/,9/19/2012 6:02,no,no,no,no
Blackmail,1929,http://www.icheckmovies.com/movies/blackmail/,2667,93,7,222,,http://www.imdb.com/title/tt0019702/,9/19/2012 5:56,no,no,no,no
Wagon Master,1950,http://www.icheckmovies.com/movies/wagon+master/,1029,53,6,160,,http://www.imdb.com/title/tt0043117/,9/19/2012 4:32,no,no,no,no
Hachi-gatsu no rapusodî,1991,http://www.icheckmovies.com/movies/hachi-gatsu+no+rapusodi/,793,42,3,91,Rhapsody in August,http://www.imdb.com/title/tt0101991/,9/18/2012 2:01,no,no,no,no
Le ballon rouge,1956,http://www.icheckmovies.com/movies/le+ballon+rouge/,6039,550,10,282,The Red Balloon,http://www.imdb.com/title/tt0048980/,9/16/2012 19:10,no,no,no,no
Listen to Britain,1942,http://www.icheckmovies.com/movies/listen+to+britain/,1365,33,8,139,,http://www.imdb.com/title/tt0034978/,9/16/2012 18:20,no,no,no,no
Mâdadayo,1993,http://www.icheckmovies.com/movies/madadayo/,514,37,0,72,,http://www.imdb.com/title/tt0107474/,9/16/2012 17:12,no,no,no,no
The Count of Monte Cristo,2002,http://www.icheckmovies.com/movies/the+count+of+monte+cristo-2002/,8705,590,0,108,,http://www.imdb.com/title/tt0245844/,9/15/2012 4:07,no,no,no,no
The Time Machine,2002,http://www.icheckmovies.com/movies/the+time+machine-2002/,5554,100,0,88,,http://www.imdb.com/title/tt0268695/,9/15/2012 4:07,no,no,no,no
Traitor,2008,http://www.icheckmovies.com/movies/traitor/,1674,53,0,39,,http://www.imdb.com/title/tt0988047/,9/15/2012 4:07,no,no,no,no
The Commitments,1991,http://www.icheckmovies.com/movies/the+commitments/,4177,266,2,144,,http://www.imdb.com/title/tt0101605/,9/15/2012 4:04,no,no,no,no
Back to the Future Part III,1990,http://www.icheckmovies.com/movies/back+to+the+future+part+iii/,60975,2236,6,443,,http://www.imdb.com/title/tt0099088/,9/14/2012 17:09,no,no,no,no
Paradise Alley,1978,http://www.icheckmovies.com/movies/paradise+alley/,144,6,0,20,,http://www.imdb.com/title/tt0078056/,9/14/2012 14:50,no,no,no,no
Jiro Dreams of Sushi,2011,http://www.icheckmovies.com/movies/jiro+dreams+of+sushi/,4383,436,0,152,,http://www.imdb.com/title/tt1772925/,9/13/2012 3:50,no,no,no,no
Sunday Bloody Sunday,1971,http://www.icheckmovies.com/movies/sunday+bloody+sunday/,1693,65,9,182,,http://www.imdb.com/title/tt0067805/,9/12/2012 5:26,no,no,no,no
Manon des sources,1986,http://www.icheckmovies.com/movies/manon+des+sources/,3350,287,7,228,Manon of the Spring,http://www.imdb.com/title/tt0091480/,9/10/2012 1:00,no,no,no,no
Letter from an Unknown Woman,1948,http://www.icheckmovies.com/movies/letter+from+an+unknown+woman/,3035,427,14,405,,http://www.imdb.com/title/tt0040536/,9/9/2012 17:33,no,no,no,no
Ride Lonesome,1959,http://www.icheckmovies.com/movies/ride+lonesome/,1120,50,3,196,,http://www.imdb.com/title/tt0053220/,9/8/2012 15:28,no,no,no,no
3 Godfathers,1948,http://www.icheckmovies.com/movies/3+godfathers/,827,34,0,130,,http://www.imdb.com/title/tt0040064/,9/7/2012 22:51,no,no,no,no
"Paris, je t'aime",2006,http://www.icheckmovies.com/movies/paris+je+taime/,8860,596,0,139,,http://www.imdb.com/title/tt0401711/,9/7/2012 14:02,no,no,no,no
Chacun son cinéma ou Ce petit coup au coeur quand la lumière s'éteint et que le film commence,2007,http://www.icheckmovies.com/movies/chacun+son+cinema+ou+ce+petit+coup+au+coeur+quand+la+lumiere+seteint+et+que+le+film+commence/,802,31,1,81,To Each His Own Cinema,http://www.imdb.com/title/tt0973844/,9/7/2012 13:53,no,no,no,no
Jean de Florette,1986,http://www.icheckmovies.com/movies/jean+de+florette/,3709,332,7,292,,http://www.imdb.com/title/tt0091288/,9/7/2012 3:36,no,no,no,no
The Manxman,1929,http://www.icheckmovies.com/movies/the+manxman/,487,11,0,53,,http://www.imdb.com/title/tt0020142/,9/6/2012 16:16,no,no,no,no
Blackadder: The Cavalier Years,1988,http://www.icheckmovies.com/movies/blackadder+the+cavalier+years/,615,25,0,22,,http://www.imdb.com/title/tt0137390/,9/6/2012 13:50,no,no,no,no
The Farmer's Wife,1928,http://www.icheckmovies.com/movies/the+farmers+wife/,502,14,0,50,,http://www.imdb.com/title/tt0018876/,9/6/2012 3:29,no,no,no,no
Easy Virtue,1928,http://www.icheckmovies.com/movies/easy+virtue/,470,3,0,31,,http://www.imdb.com/title/tt0017843/,9/6/2012 3:28,no,no,no,no
Champagne,1928,http://www.icheckmovies.com/movies/champagne/,418,3,0,35,,http://www.imdb.com/title/tt0018756/,9/5/2012 21:51,no,no,no,no
The Ring,1927,http://www.icheckmovies.com/movies/the+ring/,845,11,1,72,,http://www.imdb.com/title/tt0018328/,9/3/2012 18:04,no,no,no,no
Downhill,1927,http://www.icheckmovies.com/movies/downhill/,439,9,0,52,When Boys Leave Home,http://www.imdb.com/title/tt0017825/,9/2/2012 3:07,no,no,no,no
Sabotage,1936,http://www.icheckmovies.com/movies/sabotage/,3053,106,3,168,,http://www.imdb.com/title/tt0028212/,9/1/2012 15:04,no,no,no,no
The Last Wagon,1956,http://www.icheckmovies.com/movies/the+last+wagon/,349,11,2,96,,http://www.imdb.com/title/tt0049434/,9/1/2012 3:02,no,no,no,no
La ronde,1950,http://www.icheckmovies.com/movies/la+ronde/,1417,130,8,272,La Ronde,http://www.imdb.com/title/tt0042906/,9/1/2012 0:26,no,no,no,no
The Pleasure Garden,1925,http://www.icheckmovies.com/movies/the+pleasure+garden/,482,8,0,34,,http://www.imdb.com/title/tt0016230/,8/31/2012 19:39,no,no,no,no
The Culpepper Cattle Co.,1972,http://www.icheckmovies.com/movies/the+culpepper+cattle+co./,260,13,0,67,,http://www.imdb.com/title/tt0068435/,8/31/2012 5:13,no,no,no,no
The Shooting,1966,http://www.icheckmovies.com/movies/the+shooting/,944,58,4,173,,http://www.imdb.com/title/tt0062262/,8/31/2012 3:06,no,no,no,no
Support Your Local Sheriff!,1969,http://www.icheckmovies.com/movies/support+your+local+sheriffexclamation/,802,56,1,83,,http://www.imdb.com/title/tt0065051/,8/29/2012 3:03,no,no,no,no
Down Periscope,1996,http://www.icheckmovies.com/movies/down+periscope/,1129,31,0,21,,http://www.imdb.com/title/tt0116130/,8/28/2012 3:08,no,no,no,no
Last Train from Gun Hill,1959,http://www.icheckmovies.com/movies/last+train+from+gun+hill/,656,33,1,96,,http://www.imdb.com/title/tt0052993/,8/28/2012 2:27,no,no,no,no
Comanche Station,1960,http://www.icheckmovies.com/movies/comanche+station/,554,21,1,107,,http://www.imdb.com/title/tt0053729/,8/27/2012 2:12,no,no,no,no
Pursued,1947,http://www.icheckmovies.com/movies/pursued/,666,38,4,182,,http://www.imdb.com/title/tt0039737/,8/26/2012 19:24,no,no,no,no
Kurenai no buta,1992,http://www.icheckmovies.com/movies/kurenai+no+buta/,10461,867,3,336,Porco Rosso,http://www.imdb.com/title/tt0104652/,8/25/2012 23:31,no,no,no,no
Oedipus Rex,1972,http://www.icheckmovies.com/movies/oedipus+rex-1972/,4,0,0,1,,http://www.imdb.com/title/tt0376804/,8/25/2012 21:18,no,no,no,no
Cleveland Smith: Bounty Hunter,1982,http://www.icheckmovies.com/movies/cleveland+smith+bounty+hunter/,8,0,0,1,,http://www.imdb.com/title/tt1258131/,8/25/2012 21:07,no,no,no,no
Sam Raimi Early Shorts,1985,http://www.icheckmovies.com/movies/sam+raimi+early+shorts/,4,0,0,1,,http://www.imdb.com/title/tt1813593/,8/25/2012 20:50,no,no,no,no
Torro. Torro. Torro!,1981,http://www.icheckmovies.com/movies/torro.+torro.+torroexclamation/,9,0,0,1,,http://www.imdb.com/title/tt0835059/,8/25/2012 20:35,no,no,no,no
Attack of the Helping Hand!,1981,http://www.icheckmovies.com/movies/attack+of+the+helping+handexclamation/,11,1,0,2,,http://www.imdb.com/title/tt0835020/,8/25/2012 18:40,no,no,no,no
Within the Woods,1978,http://www.icheckmovies.com/movies/within+the+woods/,145,4,0,17,,http://www.imdb.com/title/tt0078503/,8/25/2012 17:25,no,no,no,no
They Died with Their Boots On,1941,http://www.icheckmovies.com/movies/they+died+with+their+boots+on/,788,35,0,116,,http://www.imdb.com/title/tt0034277/,8/25/2012 3:38,no,no,no,no
Dodge City,1939,http://www.icheckmovies.com/movies/dodge+city/,686,29,2,125,,http://www.imdb.com/title/tt0031235/,8/23/2012 1:23,no,no,no,no
Bottle Rocket,1996,http://www.icheckmovies.com/movies/bottle+rocket/,10877,601,3,217,,http://www.imdb.com/title/tt0115734/,8/22/2012 1:59,no,no,no,no
Total Recall 2070,1999,http://www.icheckmovies.com/movies/total+recall+2070-1999/,101,0,0,2,,http://www.imdb.com/title/tt0159798/,8/21/2012 0:07,no,no,no,no
3 Bad Men,1926,http://www.icheckmovies.com/movies/3+bad+men/,435,38,3,142,,http://www.imdb.com/title/tt0017463/,8/19/2012 17:08,no,no,no,no
